Sample	command
SRR1945800_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945800_fastp.html -j fastp_output/SRR1945800_pe_fastp.json -i SRR1945800_1.fastq.gz -I SRR1945800_2.fastq.gz -o trimmed_reads/SRR1945800_1_trim.fastq.gz -O trimmed_reads/SRR1945800_2_trim.fastq.gz 
SRR1945801_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945801_fastp.html -j fastp_output/SRR1945801_pe_fastp.json -i SRR1945801_1.fastq.gz -I SRR1945801_2.fastq.gz -o trimmed_reads/SRR1945801_1_trim.fastq.gz -O trimmed_reads/SRR1945801_2_trim.fastq.gz 
SRR1945802_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945802_fastp.html -j fastp_output/SRR1945802_pe_fastp.json -i SRR1945802_1.fastq.gz -I SRR1945802_2.fastq.gz -o trimmed_reads/SRR1945802_1_trim.fastq.gz -O trimmed_reads/SRR1945802_2_trim.fastq.gz 
SRR1945803_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945803_fastp.html -j fastp_output/SRR1945803_pe_fastp.json -i SRR1945803_1.fastq.gz -I SRR1945803_2.fastq.gz -o trimmed_reads/SRR1945803_1_trim.fastq.gz -O trimmed_reads/SRR1945803_2_trim.fastq.gz 
SRR1945804_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945804_fastp.html -j fastp_output/SRR1945804_pe_fastp.json -i SRR1945804_1.fastq.gz -I SRR1945804_2.fastq.gz -o trimmed_reads/SRR1945804_1_trim.fastq.gz -O trimmed_reads/SRR1945804_2_trim.fastq.gz 
SRR1945805_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945805_fastp.html -j fastp_output/SRR1945805_pe_fastp.json -i SRR1945805_1.fastq.gz -I SRR1945805_2.fastq.gz -o trimmed_reads/SRR1945805_1_trim.fastq.gz -O trimmed_reads/SRR1945805_2_trim.fastq.gz 
SRR1945806_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945806_fastp.html -j fastp_output/SRR1945806_pe_fastp.json -i SRR1945806_1.fastq.gz -I SRR1945806_2.fastq.gz -o trimmed_reads/SRR1945806_1_trim.fastq.gz -O trimmed_reads/SRR1945806_2_trim.fastq.gz 
SRR1945807_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945807_fastp.html -j fastp_output/SRR1945807_pe_fastp.json -i SRR1945807_1.fastq.gz -I SRR1945807_2.fastq.gz -o trimmed_reads/SRR1945807_1_trim.fastq.gz -O trimmed_reads/SRR1945807_2_trim.fastq.gz 
SRR1945808_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945808_fastp.html -j fastp_output/SRR1945808_pe_fastp.json -i SRR1945808_1.fastq.gz -I SRR1945808_2.fastq.gz -o trimmed_reads/SRR1945808_1_trim.fastq.gz -O trimmed_reads/SRR1945808_2_trim.fastq.gz 
SRR1945809_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945809_fastp.html -j fastp_output/SRR1945809_pe_fastp.json -i SRR1945809_1.fastq.gz -I SRR1945809_2.fastq.gz -o trimmed_reads/SRR1945809_1_trim.fastq.gz -O trimmed_reads/SRR1945809_2_trim.fastq.gz 
SRR1945810_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945810_fastp.html -j fastp_output/SRR1945810_pe_fastp.json -i SRR1945810_1.fastq.gz -I SRR1945810_2.fastq.gz -o trimmed_reads/SRR1945810_1_trim.fastq.gz -O trimmed_reads/SRR1945810_2_trim.fastq.gz 
SRR1945811_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945811_fastp.html -j fastp_output/SRR1945811_pe_fastp.json -i SRR1945811_1.fastq.gz -I SRR1945811_2.fastq.gz -o trimmed_reads/SRR1945811_1_trim.fastq.gz -O trimmed_reads/SRR1945811_2_trim.fastq.gz 
SRR1945812_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945812_fastp.html -j fastp_output/SRR1945812_pe_fastp.json -i SRR1945812_1.fastq.gz -I SRR1945812_2.fastq.gz -o trimmed_reads/SRR1945812_1_trim.fastq.gz -O trimmed_reads/SRR1945812_2_trim.fastq.gz 
SRR1945813_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945813_fastp.html -j fastp_output/SRR1945813_pe_fastp.json -i SRR1945813_1.fastq.gz -I SRR1945813_2.fastq.gz -o trimmed_reads/SRR1945813_1_trim.fastq.gz -O trimmed_reads/SRR1945813_2_trim.fastq.gz 
SRR1945814_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945814_fastp.html -j fastp_output/SRR1945814_pe_fastp.json -i SRR1945814_1.fastq.gz -I SRR1945814_2.fastq.gz -o trimmed_reads/SRR1945814_1_trim.fastq.gz -O trimmed_reads/SRR1945814_2_trim.fastq.gz 
SRR1945815_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945815_fastp.html -j fastp_output/SRR1945815_pe_fastp.json -i SRR1945815_1.fastq.gz -I SRR1945815_2.fastq.gz -o trimmed_reads/SRR1945815_1_trim.fastq.gz -O trimmed_reads/SRR1945815_2_trim.fastq.gz 
SRR1945816_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945816_fastp.html -j fastp_output/SRR1945816_pe_fastp.json -i SRR1945816_1.fastq.gz -I SRR1945816_2.fastq.gz -o trimmed_reads/SRR1945816_1_trim.fastq.gz -O trimmed_reads/SRR1945816_2_trim.fastq.gz 
SRR1945817_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945817_fastp.html -j fastp_output/SRR1945817_pe_fastp.json -i SRR1945817_1.fastq.gz -I SRR1945817_2.fastq.gz -o trimmed_reads/SRR1945817_1_trim.fastq.gz -O trimmed_reads/SRR1945817_2_trim.fastq.gz 
SRR1945818_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945818_fastp.html -j fastp_output/SRR1945818_pe_fastp.json -i SRR1945818_1.fastq.gz -I SRR1945818_2.fastq.gz -o trimmed_reads/SRR1945818_1_trim.fastq.gz -O trimmed_reads/SRR1945818_2_trim.fastq.gz 
SRR1945819_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945819_fastp.html -j fastp_output/SRR1945819_pe_fastp.json -i SRR1945819_1.fastq.gz -I SRR1945819_2.fastq.gz -o trimmed_reads/SRR1945819_1_trim.fastq.gz -O trimmed_reads/SRR1945819_2_trim.fastq.gz 
SRR1945820_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945820_fastp.html -j fastp_output/SRR1945820_pe_fastp.json -i SRR1945820_1.fastq.gz -I SRR1945820_2.fastq.gz -o trimmed_reads/SRR1945820_1_trim.fastq.gz -O trimmed_reads/SRR1945820_2_trim.fastq.gz 
SRR1945821_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945821_fastp.html -j fastp_output/SRR1945821_pe_fastp.json -i SRR1945821_1.fastq.gz -I SRR1945821_2.fastq.gz -o trimmed_reads/SRR1945821_1_trim.fastq.gz -O trimmed_reads/SRR1945821_2_trim.fastq.gz 
SRR1945822_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945822_fastp.html -j fastp_output/SRR1945822_pe_fastp.json -i SRR1945822_1.fastq.gz -I SRR1945822_2.fastq.gz -o trimmed_reads/SRR1945822_1_trim.fastq.gz -O trimmed_reads/SRR1945822_2_trim.fastq.gz 
SRR1945823_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945823_fastp.html -j fastp_output/SRR1945823_pe_fastp.json -i SRR1945823_1.fastq.gz -I SRR1945823_2.fastq.gz -o trimmed_reads/SRR1945823_1_trim.fastq.gz -O trimmed_reads/SRR1945823_2_trim.fastq.gz 
SRR1945824_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945824_fastp.html -j fastp_output/SRR1945824_pe_fastp.json -i SRR1945824_1.fastq.gz -I SRR1945824_2.fastq.gz -o trimmed_reads/SRR1945824_1_trim.fastq.gz -O trimmed_reads/SRR1945824_2_trim.fastq.gz 
SRR1945825_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945825_fastp.html -j fastp_output/SRR1945825_pe_fastp.json -i SRR1945825_1.fastq.gz -I SRR1945825_2.fastq.gz -o trimmed_reads/SRR1945825_1_trim.fastq.gz -O trimmed_reads/SRR1945825_2_trim.fastq.gz 
SRR1945826_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945826_fastp.html -j fastp_output/SRR1945826_pe_fastp.json -i SRR1945826_1.fastq.gz -I SRR1945826_2.fastq.gz -o trimmed_reads/SRR1945826_1_trim.fastq.gz -O trimmed_reads/SRR1945826_2_trim.fastq.gz 
SRR1945827_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945827_fastp.html -j fastp_output/SRR1945827_pe_fastp.json -i SRR1945827_1.fastq.gz -I SRR1945827_2.fastq.gz -o trimmed_reads/SRR1945827_1_trim.fastq.gz -O trimmed_reads/SRR1945827_2_trim.fastq.gz 
SRR1945828_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945828_fastp.html -j fastp_output/SRR1945828_pe_fastp.json -i SRR1945828_1.fastq.gz -I SRR1945828_2.fastq.gz -o trimmed_reads/SRR1945828_1_trim.fastq.gz -O trimmed_reads/SRR1945828_2_trim.fastq.gz 
SRR1945829_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945829_fastp.html -j fastp_output/SRR1945829_pe_fastp.json -i SRR1945829_1.fastq.gz -I SRR1945829_2.fastq.gz -o trimmed_reads/SRR1945829_1_trim.fastq.gz -O trimmed_reads/SRR1945829_2_trim.fastq.gz 
SRR1945830_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945830_fastp.html -j fastp_output/SRR1945830_pe_fastp.json -i SRR1945830_1.fastq.gz -I SRR1945830_2.fastq.gz -o trimmed_reads/SRR1945830_1_trim.fastq.gz -O trimmed_reads/SRR1945830_2_trim.fastq.gz 
SRR1945831_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945831_fastp.html -j fastp_output/SRR1945831_pe_fastp.json -i SRR1945831_1.fastq.gz -I SRR1945831_2.fastq.gz -o trimmed_reads/SRR1945831_1_trim.fastq.gz -O trimmed_reads/SRR1945831_2_trim.fastq.gz 
SRR1945832_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945832_fastp.html -j fastp_output/SRR1945832_pe_fastp.json -i SRR1945832_1.fastq.gz -I SRR1945832_2.fastq.gz -o trimmed_reads/SRR1945832_1_trim.fastq.gz -O trimmed_reads/SRR1945832_2_trim.fastq.gz 
SRR1945833_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945833_fastp.html -j fastp_output/SRR1945833_pe_fastp.json -i SRR1945833_1.fastq.gz -I SRR1945833_2.fastq.gz -o trimmed_reads/SRR1945833_1_trim.fastq.gz -O trimmed_reads/SRR1945833_2_trim.fastq.gz 
SRR1945834_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945834_fastp.html -j fastp_output/SRR1945834_pe_fastp.json -i SRR1945834_1.fastq.gz -I SRR1945834_2.fastq.gz -o trimmed_reads/SRR1945834_1_trim.fastq.gz -O trimmed_reads/SRR1945834_2_trim.fastq.gz 
SRR1945835_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945835_fastp.html -j fastp_output/SRR1945835_pe_fastp.json -i SRR1945835_1.fastq.gz -I SRR1945835_2.fastq.gz -o trimmed_reads/SRR1945835_1_trim.fastq.gz -O trimmed_reads/SRR1945835_2_trim.fastq.gz 
SRR1945836_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945836_fastp.html -j fastp_output/SRR1945836_pe_fastp.json -i SRR1945836_1.fastq.gz -I SRR1945836_2.fastq.gz -o trimmed_reads/SRR1945836_1_trim.fastq.gz -O trimmed_reads/SRR1945836_2_trim.fastq.gz 
SRR1945837_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945837_fastp.html -j fastp_output/SRR1945837_pe_fastp.json -i SRR1945837_1.fastq.gz -I SRR1945837_2.fastq.gz -o trimmed_reads/SRR1945837_1_trim.fastq.gz -O trimmed_reads/SRR1945837_2_trim.fastq.gz 
SRR1945838_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945838_fastp.html -j fastp_output/SRR1945838_pe_fastp.json -i SRR1945838_1.fastq.gz -I SRR1945838_2.fastq.gz -o trimmed_reads/SRR1945838_1_trim.fastq.gz -O trimmed_reads/SRR1945838_2_trim.fastq.gz 
SRR1945839_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945839_fastp.html -j fastp_output/SRR1945839_pe_fastp.json -i SRR1945839_1.fastq.gz -I SRR1945839_2.fastq.gz -o trimmed_reads/SRR1945839_1_trim.fastq.gz -O trimmed_reads/SRR1945839_2_trim.fastq.gz 
SRR1945840_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945840_fastp.html -j fastp_output/SRR1945840_pe_fastp.json -i SRR1945840_1.fastq.gz -I SRR1945840_2.fastq.gz -o trimmed_reads/SRR1945840_1_trim.fastq.gz -O trimmed_reads/SRR1945840_2_trim.fastq.gz 
SRR1945841_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945841_fastp.html -j fastp_output/SRR1945841_pe_fastp.json -i SRR1945841_1.fastq.gz -I SRR1945841_2.fastq.gz -o trimmed_reads/SRR1945841_1_trim.fastq.gz -O trimmed_reads/SRR1945841_2_trim.fastq.gz 
SRR1945842_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945842_fastp.html -j fastp_output/SRR1945842_pe_fastp.json -i SRR1945842_1.fastq.gz -I SRR1945842_2.fastq.gz -o trimmed_reads/SRR1945842_1_trim.fastq.gz -O trimmed_reads/SRR1945842_2_trim.fastq.gz 
SRR1945843_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945843_fastp.html -j fastp_output/SRR1945843_pe_fastp.json -i SRR1945843_1.fastq.gz -I SRR1945843_2.fastq.gz -o trimmed_reads/SRR1945843_1_trim.fastq.gz -O trimmed_reads/SRR1945843_2_trim.fastq.gz 
SRR1945844_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945844_fastp.html -j fastp_output/SRR1945844_pe_fastp.json -i SRR1945844_1.fastq.gz -I SRR1945844_2.fastq.gz -o trimmed_reads/SRR1945844_1_trim.fastq.gz -O trimmed_reads/SRR1945844_2_trim.fastq.gz 
SRR1945845_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945845_fastp.html -j fastp_output/SRR1945845_pe_fastp.json -i SRR1945845_1.fastq.gz -I SRR1945845_2.fastq.gz -o trimmed_reads/SRR1945845_1_trim.fastq.gz -O trimmed_reads/SRR1945845_2_trim.fastq.gz 
SRR1945846_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945846_fastp.html -j fastp_output/SRR1945846_pe_fastp.json -i SRR1945846_1.fastq.gz -I SRR1945846_2.fastq.gz -o trimmed_reads/SRR1945846_1_trim.fastq.gz -O trimmed_reads/SRR1945846_2_trim.fastq.gz 
SRR1945847_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945847_fastp.html -j fastp_output/SRR1945847_pe_fastp.json -i SRR1945847_1.fastq.gz -I SRR1945847_2.fastq.gz -o trimmed_reads/SRR1945847_1_trim.fastq.gz -O trimmed_reads/SRR1945847_2_trim.fastq.gz 
SRR1945848_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945848_fastp.html -j fastp_output/SRR1945848_pe_fastp.json -i SRR1945848_1.fastq.gz -I SRR1945848_2.fastq.gz -o trimmed_reads/SRR1945848_1_trim.fastq.gz -O trimmed_reads/SRR1945848_2_trim.fastq.gz 
SRR1945849_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945849_fastp.html -j fastp_output/SRR1945849_pe_fastp.json -i SRR1945849_1.fastq.gz -I SRR1945849_2.fastq.gz -o trimmed_reads/SRR1945849_1_trim.fastq.gz -O trimmed_reads/SRR1945849_2_trim.fastq.gz 
SRR1945850_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945850_fastp.html -j fastp_output/SRR1945850_pe_fastp.json -i SRR1945850_1.fastq.gz -I SRR1945850_2.fastq.gz -o trimmed_reads/SRR1945850_1_trim.fastq.gz -O trimmed_reads/SRR1945850_2_trim.fastq.gz 
SRR1945851_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945851_fastp.html -j fastp_output/SRR1945851_pe_fastp.json -i SRR1945851_1.fastq.gz -I SRR1945851_2.fastq.gz -o trimmed_reads/SRR1945851_1_trim.fastq.gz -O trimmed_reads/SRR1945851_2_trim.fastq.gz 
SRR1945852_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945852_fastp.html -j fastp_output/SRR1945852_pe_fastp.json -i SRR1945852_1.fastq.gz -I SRR1945852_2.fastq.gz -o trimmed_reads/SRR1945852_1_trim.fastq.gz -O trimmed_reads/SRR1945852_2_trim.fastq.gz 
SRR1945853_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945853_fastp.html -j fastp_output/SRR1945853_pe_fastp.json -i SRR1945853_1.fastq.gz -I SRR1945853_2.fastq.gz -o trimmed_reads/SRR1945853_1_trim.fastq.gz -O trimmed_reads/SRR1945853_2_trim.fastq.gz 
SRR1945854_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945854_fastp.html -j fastp_output/SRR1945854_pe_fastp.json -i SRR1945854_1.fastq.gz -I SRR1945854_2.fastq.gz -o trimmed_reads/SRR1945854_1_trim.fastq.gz -O trimmed_reads/SRR1945854_2_trim.fastq.gz 
SRR1945855_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945855_fastp.html -j fastp_output/SRR1945855_pe_fastp.json -i SRR1945855_1.fastq.gz -I SRR1945855_2.fastq.gz -o trimmed_reads/SRR1945855_1_trim.fastq.gz -O trimmed_reads/SRR1945855_2_trim.fastq.gz 
SRR1945856_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945856_fastp.html -j fastp_output/SRR1945856_pe_fastp.json -i SRR1945856_1.fastq.gz -I SRR1945856_2.fastq.gz -o trimmed_reads/SRR1945856_1_trim.fastq.gz -O trimmed_reads/SRR1945856_2_trim.fastq.gz 
SRR1945857_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945857_fastp.html -j fastp_output/SRR1945857_pe_fastp.json -i SRR1945857_1.fastq.gz -I SRR1945857_2.fastq.gz -o trimmed_reads/SRR1945857_1_trim.fastq.gz -O trimmed_reads/SRR1945857_2_trim.fastq.gz 
SRR1945858_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945858_fastp.html -j fastp_output/SRR1945858_pe_fastp.json -i SRR1945858_1.fastq.gz -I SRR1945858_2.fastq.gz -o trimmed_reads/SRR1945858_1_trim.fastq.gz -O trimmed_reads/SRR1945858_2_trim.fastq.gz 
SRR1945859_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945859_fastp.html -j fastp_output/SRR1945859_pe_fastp.json -i SRR1945859_1.fastq.gz -I SRR1945859_2.fastq.gz -o trimmed_reads/SRR1945859_1_trim.fastq.gz -O trimmed_reads/SRR1945859_2_trim.fastq.gz 
SRR1945860_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945860_fastp.html -j fastp_output/SRR1945860_pe_fastp.json -i SRR1945860_1.fastq.gz -I SRR1945860_2.fastq.gz -o trimmed_reads/SRR1945860_1_trim.fastq.gz -O trimmed_reads/SRR1945860_2_trim.fastq.gz 
SRR1945861_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945861_fastp.html -j fastp_output/SRR1945861_pe_fastp.json -i SRR1945861_1.fastq.gz -I SRR1945861_2.fastq.gz -o trimmed_reads/SRR1945861_1_trim.fastq.gz -O trimmed_reads/SRR1945861_2_trim.fastq.gz 
SRR1945862_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945862_fastp.html -j fastp_output/SRR1945862_pe_fastp.json -i SRR1945862_1.fastq.gz -I SRR1945862_2.fastq.gz -o trimmed_reads/SRR1945862_1_trim.fastq.gz -O trimmed_reads/SRR1945862_2_trim.fastq.gz 
SRR1945863_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945863_fastp.html -j fastp_output/SRR1945863_pe_fastp.json -i SRR1945863_1.fastq.gz -I SRR1945863_2.fastq.gz -o trimmed_reads/SRR1945863_1_trim.fastq.gz -O trimmed_reads/SRR1945863_2_trim.fastq.gz 
SRR1945864_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945864_fastp.html -j fastp_output/SRR1945864_pe_fastp.json -i SRR1945864_1.fastq.gz -I SRR1945864_2.fastq.gz -o trimmed_reads/SRR1945864_1_trim.fastq.gz -O trimmed_reads/SRR1945864_2_trim.fastq.gz 
SRR1945865_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945865_fastp.html -j fastp_output/SRR1945865_pe_fastp.json -i SRR1945865_1.fastq.gz -I SRR1945865_2.fastq.gz -o trimmed_reads/SRR1945865_1_trim.fastq.gz -O trimmed_reads/SRR1945865_2_trim.fastq.gz 
SRR1945866_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945866_fastp.html -j fastp_output/SRR1945866_pe_fastp.json -i SRR1945866_1.fastq.gz -I SRR1945866_2.fastq.gz -o trimmed_reads/SRR1945866_1_trim.fastq.gz -O trimmed_reads/SRR1945866_2_trim.fastq.gz 
SRR1945867_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945867_fastp.html -j fastp_output/SRR1945867_pe_fastp.json -i SRR1945867_1.fastq.gz -I SRR1945867_2.fastq.gz -o trimmed_reads/SRR1945867_1_trim.fastq.gz -O trimmed_reads/SRR1945867_2_trim.fastq.gz 
SRR1945868_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945868_fastp.html -j fastp_output/SRR1945868_pe_fastp.json -i SRR1945868_1.fastq.gz -I SRR1945868_2.fastq.gz -o trimmed_reads/SRR1945868_1_trim.fastq.gz -O trimmed_reads/SRR1945868_2_trim.fastq.gz 
SRR1945869_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945869_fastp.html -j fastp_output/SRR1945869_pe_fastp.json -i SRR1945869_1.fastq.gz -I SRR1945869_2.fastq.gz -o trimmed_reads/SRR1945869_1_trim.fastq.gz -O trimmed_reads/SRR1945869_2_trim.fastq.gz 
SRR1945870_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945870_fastp.html -j fastp_output/SRR1945870_pe_fastp.json -i SRR1945870_1.fastq.gz -I SRR1945870_2.fastq.gz -o trimmed_reads/SRR1945870_1_trim.fastq.gz -O trimmed_reads/SRR1945870_2_trim.fastq.gz 
SRR1945871_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945871_fastp.html -j fastp_output/SRR1945871_pe_fastp.json -i SRR1945871_1.fastq.gz -I SRR1945871_2.fastq.gz -o trimmed_reads/SRR1945871_1_trim.fastq.gz -O trimmed_reads/SRR1945871_2_trim.fastq.gz 
SRR1945872_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945872_fastp.html -j fastp_output/SRR1945872_pe_fastp.json -i SRR1945872_1.fastq.gz -I SRR1945872_2.fastq.gz -o trimmed_reads/SRR1945872_1_trim.fastq.gz -O trimmed_reads/SRR1945872_2_trim.fastq.gz 
SRR1945873_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945873_fastp.html -j fastp_output/SRR1945873_pe_fastp.json -i SRR1945873_1.fastq.gz -I SRR1945873_2.fastq.gz -o trimmed_reads/SRR1945873_1_trim.fastq.gz -O trimmed_reads/SRR1945873_2_trim.fastq.gz 
SRR1945874_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945874_fastp.html -j fastp_output/SRR1945874_pe_fastp.json -i SRR1945874_1.fastq.gz -I SRR1945874_2.fastq.gz -o trimmed_reads/SRR1945874_1_trim.fastq.gz -O trimmed_reads/SRR1945874_2_trim.fastq.gz 
SRR1945875_1	scripts/fastp --dont_eval_duplication --thread 4 -q 20 -l 25 -h fastp_output/SRR1945875_fastp.html -j fastp_output/SRR1945875_pe_fastp.json -i SRR1945875_1.fastq.gz -I SRR1945875_2.fastq.gz -o trimmed_reads/SRR1945875_1_trim.fastq.gz -O trimmed_reads/SRR1945875_2_trim.fastq.gz 
